OBSID,CHAPNUM,inaudible_pct
4362,4,0.045454545454545456
4362,6,0.043478260869565216
4362,7,0.041666666666666664
4362,8,0.0
4362,9,0.0
4582,1,0.0
4582,2,0.0
4582,3,0.0
4582,4,0.0
4582,5,0.0
4582,6,0.0
4582,7,0.0
4582,8,0.0
4582,9,0.0
600,3,0.09375
600,4,0.0967741935483871
600,7,0.034482758620689655
939,3,0.0
939,6,0.1
2176,1,0.07142857142857142
2176,4,0.0
2690,2,0.0
2690,6,0.08333333333333333
4363,4,0.0625
4690,1,0.08333333333333333
4690,2,0.0
4690,7,0.0
638,2,0.06666666666666667
1119,3,0.0625
2301,1,0.05555555555555555
2301,2,0.0
2301,3,0.0
2301,5,0.05263157894736842
2301,7,0.0
2301,8,0.0
2671,2,0.0
2671,3,0.0
2671,5,0.1
2671,6,0.0
2671,8,0.1
2937,7,0.0
42,1,0.09090909090909091
42,2,0.0
42,3,0.0
42,5,0.0
742,1,0.07407407407407407
742,3,0.0
742,5,0.08333333333333333
742,6,0.04
742,8,0.0
968,1,0.05
968,2,0.05
968,3,0.08
968,4,0.09523809523809523
968,5,0.05
968,7,0.05
144,4,0.06976744186046512
144,6,0.06521739130434782
144,7,0.044444444444444446
1082,2,0.05263157894736842
1082,3,0.09523809523809523
1082,4,0.05
1083,2,0.07407407407407407
1083,3,0.043478260869565216
2177,1,0.06666666666666667
2177,2,0.06666666666666667
2177,3,0.0
2177,5,0.0625
2177,6,0.0625
2512,1,0.08
2512,2,0.0
2512,4,0.034482758620689655
2512,5,0.04
2512,6,0.1
3018,1,0.0
3018,3,0.07692307692307693
3018,5,0.0
4744,1,0.09090909090909091
4744,2,0.0
4744,3,0.1
4744,4,0.0
4744,5,0.09090909090909091
4744,6,0.09090909090909091
4757,1,0.0
521,1,0.0
521,2,0.0
521,3,0.0
521,4,0.0
521,5,0.0
521,6,0.0
521,7,0.0
521,8,0.0
952,1,0.09090909090909091
952,2,0.07142857142857142
952,3,0.0
952,4,0.0
2180,1,0.0
2180,5,0.0
2180,6,0.0
2180,8,0.07692307692307693
2603,1,0.0
2603,2,0.0
2603,3,0.0
2603,4,0.0
2603,5,0.0
2603,6,0.0
2603,7,0.0
3016,4,0.0
3016,7,0.0
4351,1,0.0
4351,4,0.0
4686,1,0.0
4686,3,0.0
636,1,0.0625
636,2,0.058823529411764705
636,3,0.0
636,4,0.0
636,5,0.058823529411764705
636,6,0.0
636,9,0.058823529411764705
941,1,0.038461538461538464
941,2,0.07407407407407407
941,3,0.0
941,4,0.0
941,5,0.03125
941,6,0.030303030303030304
941,7,0.0
941,8,0.0
2188,3,0.03125
2188,4,0.05405405405405406
2188,7,0.0625
2188,8,0.09090909090909091
2608,1,0.0
2965,1,0.0
2965,2,0.0625
2965,3,0.0
2965,4,0.0
2965,5,0.0
2965,6,0.0625
2965,7,0.06666666666666667
517,6,0.034482758620689655
895,3,0.08333333333333333
2107,1,0.05555555555555555
2107,3,0.0
2107,4,0.0
2107,5,0.0
2107,6,0.045454545454545456
2107,7,0.0
4733,1,0.0
4733,2,0.08333333333333333
4733,3,0.0
4733,5,0.08333333333333333
4733,6,0.0
4733,7,0.08333333333333333
4733,8,0.0
4738,1,0.0
4738,3,0.058823529411764705
4738,4,0.0
4738,5,0.05555555555555555
730,6,0.058823529411764705
882,1,0.09375
2694,1,0.06060606060606061
4364,1,0.0
4364,2,0.0
4364,3,0.0
4364,5,0.0
4364,7,0.0
4693,4,0.0
4693,6,0.0
4693,7,0.0
44,1,0.0
44,2,0.0
44,3,0.08333333333333333
44,4,0.08333333333333333
44,5,0.0
44,6,0.08333333333333333
44,7,0.08333333333333333
44,8,0.08333333333333333
44,9,0.08333333333333333
940,1,0.0
940,3,0.058823529411764705
2117,1,0.08333333333333333
2117,2,0.0
2117,3,0.0
2117,4,0.0
2117,5,0.0
2117,6,0.08333333333333333
